AIN,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
364637039,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
364639526,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364641426,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,2263012,1
364642677,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
364643808,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,9883,1
364645638,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
364645862,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364646528,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
364646987,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,108288,1
364647020,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
364647349,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
364647986,T3,Independent,C1200,Preservation,Trust,1,5M-10M,N,11247742,0
364651731,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
364653283,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
364653444,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
364656812,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364659738,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,272153,1
364660344,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364660839,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
364660840,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
364660842,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
364660844,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
364660988,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364661362,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364661491,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364661795,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
364664197,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,7214493,0
364664644,T19,Independent,C1000,Preservation,Association,1,0,N,5000,1
364664821,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
364667332,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364667949,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
364668800,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,68939,1
364669138,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
364669780,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
364670463,T3,Independent,C7210,Preservation,Trust,1,0,N,5000,1
364672694,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,31728,1
364672841,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364673049,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
364673277,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
364673989,T3,Independent,C3000,Preservation,Trust,1,0,N,5000,0
364676676,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364677522,T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,5000,1
364677869,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
364678240,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,0
364678642,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364678738,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
364683814,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
364684927,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
364687225,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,75188,1
364690763,T12,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
364691029,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
364691761,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,0
364692246,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,34593,1
364693601,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
364693724,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
364696307,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,134481,1
364699616,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364701012,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
364705087,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364706787,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,7743,0
364707829,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
364707907,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
364708333,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
364708852,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
364709347,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
364711720,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364719743,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364721104,T7,CompanySponsored,C1000,CommunityServ,Trust,1,0,N,5000,0
364721471,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364725687,T3,Independent,C2700,Preservation,Trust,1,100000-499999,N,174905,1
364728457,T3,Independent,C1800,Preservation,Trust,1,0,N,5000,1
364731105,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364732269,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364733564,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
364734749,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,32114,0
364736322,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
364737415,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
364737648,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
364740108,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364742416,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364743881,T3,CompanySponsored,C7000,Preservation,Trust,1,0,N,5000,1
364745007,T3,Independent,C2000,Preservation,Trust,1,10M-50M,N,5198075,0
364745403,T6,Independent,C1000,ProductDev,Trust,1,100000-499999,N,89039,1
364745953,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364746026,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364746683,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,301293,1
364747218,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364749681,T3,Independent,C1280,Preservation,Association,1,0,N,5000,1
364751367,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364753096,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
364754500,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364754978,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364755807,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
364758057,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364758287,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364758647,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
364764117,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
364765844,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,1108574,0
364767836,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
364769308,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
364769676,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
364773339,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364775669,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
364776022,T6,CompanySponsored,C1000,CommunityServ,Trust,1,1-9999,N,5000,1
364776731,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364777084,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
364778453,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
364778670,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
364780459,T3,CompanySponsored,C5000,Preservation,Association,1,0,N,5000,0
364781205,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,5000,1
364788109,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364789328,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
364791012,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,63102,1
364792691,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
364794844,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
364795389,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
364795727,T3,Independent,C2000,Preservation,Trust,1,0,N,28772,1
364796901,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
364800877,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
364801080,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
364802314,T4,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
364805059,T3,Independent,C1240,Preservation,Trust,1,0,N,5000,1
364806114,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
364808192,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
364809117,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364809969,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
364811931,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
364814492,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364814732,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815016,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815040,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815213,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815280,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815414,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815507,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364815793,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364816293,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364816554,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364817058,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364817252,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364818132,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364822474,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
364824275,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
364831711,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364832240,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364832636,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364833220,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364833966,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364834146,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364834150,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364836990,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364838054,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364838085,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364838762,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364838782,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364839544,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364839862,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364840048,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364849449,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
364854306,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
364856688,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
366084546,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,479122,0
366084779,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
366110021,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
366212457,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
366821892,T3,Independent,C1000,Preservation,Co-operative,1,50M+,N,50185607,0
367332056,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,53803854,1
367332058,T9,Independent,C1000,ProductDev,Co-operative,1,0,N,5000,1
367332061,T9,Independent,C1000,ProductDev,Co-operative,1,0,N,5000,1
367332062,T9,Independent,C1000,ProductDev,Co-operative,1,100000-499999,N,13105733,1
367468174,T3,Independent,C2100,Preservation,Co-operative,1,1M-5M,N,5451646,1
367477924,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,19736,1
367481494,T9,Independent,C1000,ProductDev,Co-operative,1,50M+,N,2542399,1
367499048,T9,Independent,C1000,ProductDev,Co-operative,1,100000-499999,N,5308500,1
370690618,T3,Family/Parent,C1200,Preservation,Trust,1,100000-499999,N,783528,0
371048571,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,86600,0
371172914,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,269992,1
371272503,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1179948,1
371377352,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
371415588,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,31712968,1
371419769,T3,Independent,C1200,Heathcare,Trust,1,1M-5M,N,4867814,1
371420811,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371429287,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371430960,T3,Independent,C2000,Preservation,Trust,1,10M-50M,N,22722181,0
371454102,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,32784,1
371456852,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,98615,0
371463324,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371466318,T6,Independent,C2000,ProductDev,Trust,1,25000-99999,N,5000,0
371476505,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
371477206,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
371478436,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,1
371483342,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,1
371485648,T3,Independent,C1000,Preservation,Corporation,1,100000-499999,N,100624,1
371491720,T6,CompanySponsored,C2000,ProductDev,Trust,1,25000-99999,N,119508,1
371494672,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,85424,0
371497591,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
371498404,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
371498443,T3,Family/Parent,C1000,Preservation,Trust,1,10000-24999,N,42942,1
371499027,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
371500172,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371502482,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
371502484,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
371503405,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
371511622,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
371512294,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
371514215,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
371514342,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
371515544,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
371516843,T3,CompanySponsored,C1200,ProductDev,Trust,1,0,N,5000,0
371518242,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
371519966,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
371520284,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
371520943,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
371521337,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371522665,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,3476554,1
371522742,T3,Independent,C4000,Preservation,Trust,1,25000-99999,N,22436,0
371525141,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,1
371525386,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
371525905,T3,CompanySponsored,C1000,Preservation,Trust,1,1-9999,N,9559,0
371526217,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
371526978,T3,CompanySponsored,C1000,CommunityServ,Trust,1,0,N,5000,1
371527090,T3,Independent,C2000,Preservation,Co-operative,1,1M-5M,N,5684161,0
371527100,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,159639,0
371528646,T3,CompanySponsored,C8200,CommunityServ,Trust,1,0,N,5000,0
371528648,T3,CompanySponsored,C8200,CommunityServ,Association,1,0,N,5000,0
371528649,T3,CompanySponsored,C8200,CommunityServ,Association,1,0,N,5000,0
371529620,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
371529894,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
371531921,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371532379,T3,Independent,C2000,Preservation,Trust,1,10M-50M,N,5258776,0
371532463,T4,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
371534096,T3,Independent,C2000,Preservation,Association,1,0,N,5000,1
371534565,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371535422,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371535669,T4,Independent,C3000,ProductDev,Association,1,0,N,5000,0
371537126,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,0
371539362,T4,Independent,C2000,ProductDev,Association,1,0,N,5000,1
371540101,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371540114,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
371541185,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
371541403,T3,Independent,C2100,Preservation,Trust,1,25000-99999,N,12097,1
371541755,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
371542036,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,26046,1
371542305,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
371542414,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371543083,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,5000,1
371543204,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
371544515,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
371544742,T3,Independent,C4000,Preservation,Trust,1,100000-499999,N,56686,1
371545550,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371547678,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
371553594,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
371554523,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,1
371557146,T6,Independent,C2000,ProductDev,Association,1,0,N,5000,0
371561055,T3,Independent,C2100,Preservation,Trust,1,100000-499999,N,12872,0
371561768,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
371564251,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
371564915,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
371566774,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
371567049,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
371567406,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
371567504,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
371567915,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
371569899,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
371570199,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,62574,0
371570755,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
371571104,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
371572179,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
371572814,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
371573602,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
371573863,T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
371574358,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
371575369,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
371575746,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
371576411,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
371577767,T6,Independent,C2000,ProductDev,Trust,1,25000-99999,N,638598,0
